,Unnamed: 0,emoji_symbol,emoji_name,emoji_code,emoji_description,preprocessed_description,avg_glove_embedding
140,140,🤝,Handshake,U+1F91D,"Two hands performing a handshake gesture, indicating acordial greeting between friends or associates.Mixed skin tone support for this emoji is provisionally drafted forEmoji 14.0. Some platforms already support ashared skin tone optionfor this emoji.","['two', 'hands', 'performing', 'handshake', 'gesture', 'indicating', 'acordial', 'greeting', 'friends', 'skin', 'tone', 'support', 'emoji', 'provisionally', 'drafted', 'foremoji', 'platforms', 'already', 'support', 'ashared', 'skin', 'tone', 'optionfor', 'emoji']","[-6.25792024e-04  2.81771333e-01  3.45533716e-02 -1.48163053e-01
  1.77214498e-01  2.43567562e-01 -9.35191156e-02  6.99766084e-03
 -1.20980944e-01 -3.20397703e-03 -1.34303445e-01 -2.23556448e-01
  5.03245824e-01  1.22928942e-02  2.72997893e-01  7.02183374e-02
 -1.37727504e-01 -1.96206880e-01  5.32224431e-02 -1.81847942e-01
  5.14912755e-02 -1.07593893e-01 -8.64973300e-02 -1.25989892e-01
  2.27236387e-01  1.37928500e-01 -8.25059938e-02 -6.16109206e-04
  2.54934606e-01 -6.08059280e-02  2.98325553e-01  4.11767944e-01
 -4.73996095e-02  1.17162829e-01  1.82711714e-01  2.86371942e-01
  1.48585879e-03 -8.33558302e-02 -2.05482555e-01 -1.36581119e-02
 -1.39874052e-01 -3.60376612e-01  3.18673785e-01  3.79586667e-02
 -2.12948391e-01 -7.87409983e-02  8.50099843e-03  5.65270545e-02
  1.76079336e-02 -5.38703784e-01  7.35091079e-02  3.24316447e-03
  2.19611502e-01  8.04581075e-01 -1.30054611e-01 -1.48397167e+00
  1.03819005e-01 -3.40892279e-01  9.58883781e-01  4.12136110e-01
  1.36376032e-01  5.64604604e-01 -1.65547243e-01  7.16932168e-02
  2.22364488e-01  7.40473308e-02  2.50042827e-01  2.17107775e-01
  1.07684879e-01 -3.67537224e-01  1.01297211e-02 -4.91236116e-02
 -2.76729497e-02 -4.14654606e-01  1.30464895e-01  2.72203778e-01
 -1.96410496e-01  1.49684721e-01 -2.75937048e-01 -1.89745334e-01
  2.76345720e-01 -8.73909229e-02 -1.77698778e-01  2.01650553e-01
 -1.20145889e+00 -6.24477217e-02  2.26387669e-01  1.46687889e-01
 -1.13521891e-01 -1.94909111e-01 -1.74485109e-01 -1.33200500e-01
 -1.24675556e-01  1.20232666e-01 -2.82484058e-01  8.01511333e-02
 -4.08952111e-01 -1.29274108e-01  3.27185057e-01  1.51964775e-01]"
141,141,🙏,Folded Hands,U+1F64F,"Two hands placed firmly together, meaningpleaseorthank youin Japanese culture.A common alternative usefor this emoji is for prayer, using the same gesture aspraying hands. Rarely:ahigh-five.A previousversion of thisemojidisplayed ayellow burst of light behind the two handson iOS. Android onceshowed a blob-character withclosed eyes and folded hands.","['two', 'hands', 'placed', 'firmly', 'together', 'meaningpleaseorthank', 'youin', 'japanese', 'common', 'alternative', 'usefor', 'emoji', 'prayer', 'using', 'gesture', 'aspraying', 'hands', 'rarely', 'previousversion', 'thisemojidisplayed', 'ayellow', 'burst', 'light', 'behind', 'two', 'handson', 'ios', 'android', 'onceshowed', 'withclosed', 'eyes', 'folded', 'hands']","[-0.04042225  0.27706222  0.06673593 -0.10039167  0.25541945  0.40421397
 -0.13716484 -0.02012335 -0.06377243 -0.03618237  0.11131682 -0.08377817
  0.43530761  0.24548479  0.14647657 -0.14099969 -0.18154683  0.21955896
 -0.15191783 -0.31023347  0.1812621  -0.16704049  0.06692804  0.08267252
  0.31294474  0.13378739 -0.15350274 -0.10586078  0.06522417  0.05989691
  0.18603122  0.38068348 -0.20862408  0.03386878  0.30024335  0.08914566
 -0.10096765 -0.01929309  0.14579526 -0.06709674 -0.10006852 -0.31327733
  0.26860929 -0.04823526 -0.17459661 -0.04158851 -0.03382674  0.19075669
 -0.08583674 -0.42896526 -0.04591617  0.04227217  0.29909423  0.92216434
 -0.05377504 -1.61376783 -0.15668751 -0.04141678  1.13730195  0.34497879
  0.05092204  0.57914655 -0.15887245  0.19602148  0.29520556  0.00554869
  0.18595964  0.07058165  0.12774077 -0.21563822 -0.03174331  0.02179195
  0.14780395 -0.33393209  0.07830434  0.26600379 -0.23053731  0.0194303
 -0.28114604 -0.07916091  0.42306812  0.07358691 -0.34846531  0.32584825
 -0.93896274 -0.15160523  0.07360122  0.16385144  0.03550217  0.00635813
 -0.0875687  -0.05864954 -0.1673213   0.06923333 -0.27408079 -0.1021834
 -0.43688452 -0.09815513  0.52169917  0.12538217]"
142,142,✍️,️ Writing Hand,"U+270D, U+FE0F",A right hand holding apenorpenciland writing. Shown with a blue pen on all platforms except Apple which has a black pen.,"['right', 'hand', 'holding', 'apenorpenciland', 'writing', 'shown', 'blue', 'pen', 'platforms', 'except', 'apple', 'black', 'pen']","[-1.16915916e-01  2.74373832e-01 -1.09991587e-01 -2.29312082e-01
  4.07579171e-01  3.14709164e-01 -2.45574551e-03 -5.47654998e-02
 -1.65964092e-01 -2.00716748e-01 -1.17775250e-01 -6.26672460e-02
  3.28834166e-01  2.83804151e-02  4.21941575e-03  1.86047734e-02
  1.78883838e-01 -5.99916714e-03  1.99951412e-01 -1.04777544e-01
  1.51173335e-01  1.19695164e-01  1.47005338e-01 -9.70895009e-02
  4.36696662e-01  9.23773876e-02 -1.81999834e-01 -3.26700753e-01
  1.00028582e-01 -4.24006662e-02  3.83014998e-01  5.21276841e-01
 -8.50186858e-02 -2.09333065e-04  3.46529605e-01  2.02296666e-01
 -4.50882085e-02  1.01702497e-01  8.16539885e-02 -2.00998086e-01
 -1.70424173e-01 -4.04567244e-01  1.23283391e-02 -2.15182755e-01
 -3.99811996e-01 -1.46326662e-01 -5.62816709e-02 -1.09363340e-01
 -1.19689500e-01 -3.39856662e-01 -3.72765778e-02  1.75674499e-01
  2.75733353e-03  8.99600666e-01 -2.51838745e-01 -1.87030833e+00
 -7.56000355e-03  4.28514253e-02  1.24786333e+00  2.29179997e-01
  4.80570759e-02  6.79932173e-01 -2.74504160e-01  1.83386095e-01
  4.36755406e-01  3.07620891e-02  4.45047500e-01  1.41697916e-01
 -4.96617473e-02 -1.12945807e-02 -1.27731917e-01  2.59616368e-01
  3.77297603e-02 -3.44788253e-01 -1.62838332e-02  3.03045837e-01
  2.24183346e-02  2.56268584e-01 -2.76499418e-01  1.52864149e-02
  3.17478335e-01 -2.44836779e-01 -2.70776918e-01 -3.57046649e-02
 -1.02651084e+00 -3.45698336e-01  1.86447920e-01 -2.19414410e-02
  2.98294911e-01  7.16077468e-02 -8.92390825e-02 -2.50191666e-01
  2.14886156e-01  2.47020996e-01 -3.69959944e-01  4.92899896e-03
 -4.45817250e-01 -2.32692162e-01  5.44053326e-01  8.33158071e-03]"
143,143,💅,Nail Polish,U+1F485,"Colored nail polish being applied to finger nails, oftenusedtodisplay an air ofnonchalance or indifference.Shown asred, pink or purple nail polish on most platforms, the color rarely changes the meaning of this emoji. Previously displayed asa single bottle of nail polish on Androidandon Windows.","['colored', 'nail', 'polish', 'applied', 'finger', 'nails', 'oftenusedtodisplay', 'air', 'ofnonchalance', 'asred', 'pink', 'purple', 'nail', 'polish', 'platforms', 'color', 'rarely', 'changes', 'meaning', 'emoji', 'previously', 'displayed', 'asa', 'single', 'bottle', 'nail', 'polish', 'androidandon', 'windows']","[-0.36073758  0.28793616 -0.0543042  -0.12104801  0.2536688   0.10868063
 -0.05638749 -0.04767941 -0.0196795   0.27027417  0.09746828 -0.28633962
  0.43874208  0.36063971 -0.00695092  0.19666987  0.22658583 -0.11937946
  0.04175958 -0.19138179  0.02144138 -0.0674102  -0.00437679  0.05145696
  0.36818977 -0.06730819  0.05218687 -0.22733529  0.15391709 -0.20162199
  0.16155673  0.33318821 -0.08414838  0.02596876  0.22614112  0.09586321
 -0.01695778 -0.00550762  0.26032208 -0.07298132  0.05906016 -0.44834625
  0.06954504 -0.15191329 -0.28883609  0.01430213  0.03563509  0.05073697
 -0.12419812 -0.35876225  0.07833314  0.02861983 -0.06915389  0.70540075
 -0.27138719 -1.29317916 -0.14270083  0.26620979  1.07516525  0.16584539
  0.20177317  0.74378042 -0.32415094  0.40685158  0.44403304 -0.05628858
  0.29162765 -0.21071825 -0.12717951 -0.32863487  0.02141142  0.136049
  0.18004975 -0.07413745  0.22694954  0.18793588  0.01391979  0.02474689
 -0.28403546  0.05583953  0.1889092  -0.28056437 -0.11884708  0.10150751
 -0.743845   -0.312609    0.24882637 -0.12876908  0.14348242  0.19805842
 -0.07612367 -0.35717574 -0.11779563  0.12277042 -0.21225818 -0.13791516
 -0.48985639  0.01391949  0.36256233 -0.04783734]"
144,144,🤳,Selfie,U+1F933,Amobilephoneheld up to take aselfie(photo of the person holding the phone or camera). Generally represented as a disembodied arm holding a mobile phone.,"['amobilephoneheld', 'take', 'aselfie', 'photo', 'person', 'holding', 'phone', 'camera', 'generally', 'represented', 'disembodied', 'arm', 'holding', 'mobile', 'phone']","[ 5.84129269e-03 -8.57083415e-02  1.27592149e-01 -8.35723301e-03
  2.68540692e-01  3.60434227e-01 -1.17166588e-01  9.64949704e-02
 -5.62393115e-02 -1.85679769e-01  1.47324421e-01 -9.24070023e-02
  3.62932685e-01  9.80885453e-02  7.79569224e-02 -5.65846150e-02
 -6.27687662e-02  6.45447554e-02  1.76618077e-01 -9.53007719e-02
  2.88591545e-02 -9.82095559e-04  1.68325004e-01 -1.14673837e-02
  1.66933076e-01 -1.79426773e-01 -9.17616885e-02  7.15156179e-02
  1.16271848e-01  6.80559243e-02  2.25302699e-01  5.49273623e-01
 -5.94709997e-02  8.74276746e-03  4.85477697e-01 -1.08103615e-01
 -2.11660002e-01 -3.01011683e-02  3.82522748e-01 -1.55056539e-01
  6.08776144e-02 -2.97809073e-01  2.32701093e-01 -1.63842234e-01
 -4.39656719e-01 -8.72855324e-02 -1.32853032e-02  5.50652307e-02
  2.31593850e-02 -4.70388993e-01  4.96726982e-02  2.49766843e-01
  2.61900775e-01  7.55560221e-01  3.51404448e-02 -1.66968924e+00
 -2.23177152e-01 -7.88026140e-02  1.39505999e+00  3.12012468e-01
  1.42678923e-01  4.12694761e-01 -1.02270877e-01  4.56809561e-03
  1.59090074e-01  1.87893614e-01  4.27379692e-01  2.78805026e-01
  2.26733691e-01  2.48550007e-01 -2.10507684e-02 -1.45138080e-01
  1.33737616e-01 -4.02146161e-01  3.05854772e-01  2.32321155e-01
 -4.73138360e-03 -1.42684075e-01 -4.64712310e-01 -2.77331536e-01
  5.86698771e-01 -2.61744239e-01 -1.03086076e-01 -2.58049086e-03
 -1.24026921e+00 -3.81017700e-01  3.47957926e-01 -7.41293069e-02
  3.71077698e-01 -2.54058383e-01  1.12622154e-01  5.48683134e-02
  4.72732382e-01 -2.68499232e-01 -1.92931145e-01  1.55883943e-01
 -8.28565076e-02 -1.85249458e-01  7.05099225e-01 -5.15071534e-02]"
145,145,💪,Flexed Biceps,U+1F4AA,"An arm flexing to show its biceps muscle. Represents strength, or working out.","['arm', 'flexing', 'show', 'biceps', 'muscle', 'represents', 'strength', 'working']","[ 3.27565995e-02  1.92878753e-01 -3.11374199e-04 -3.61033624e-01
 -3.01482629e-01  7.89633649e-02 -3.58587129e-01  1.56923877e-01
 -3.39016755e-01  1.59261011e-01 -8.20320020e-02 -4.46866380e-01
  6.68554991e-01 -1.83242127e-01 -1.09273497e-01  1.56913755e-01
 -1.43239118e-01  1.45500628e-01  3.63594255e-01 -1.69394377e-01
  3.14093745e-01  6.74262154e-03 -4.58816509e-01 -7.58361276e-02
  2.87941629e-01  2.95125004e-01 -1.21856246e-01 -3.21388628e-01
  4.58768249e-01 -5.44775017e-02  1.77733151e-01  3.91279002e-01
 -1.14880257e-01 -3.00064123e-01 -3.31968734e-02 -1.61845000e-01
  2.57813757e-01  1.30200377e-01 -2.11353131e-01  1.26608251e-01
 -5.60512532e-02 -1.66886956e-01  2.20260007e-01 -8.14825040e-03
 -5.01193009e-01 -2.49906280e-02  3.44262499e-01 -1.80773748e-01
  1.05333996e-01 -2.25306245e-01 -1.71286361e-01  1.22577497e-01
 -2.22573779e-02  5.58896999e-01  1.23934378e-01 -1.63160126e+00
 -2.07253743e-01 -4.94814170e-01  8.49086234e-01  6.00797882e-01
  3.36693752e-01  5.98258762e-01 -6.66448749e-02  3.70047510e-01
  7.90224969e-02  3.10628554e-01  1.47930254e-01 -6.07196188e-02
  2.99391746e-01  1.31187028e-01  3.90915880e-01  3.09163728e-02
 -3.55408747e-01 -1.72286629e-01  4.68121236e-01 -4.57025003e-02
 -9.40473760e-02  1.34751006e-01 -2.12865014e-01  2.38347267e-01
  6.37516277e-02  4.30900138e-03 -2.96935252e-01  7.48175001e-02
 -9.10736241e-01 -2.52993759e-01  2.17137003e-01  4.32345001e-01
 -3.90821626e-01 -2.58952254e-01 -2.49943746e-01 -1.29793496e-01
  1.81431129e-01  1.97465185e-02  1.31483124e-01 -7.82453725e-02
  1.55054742e-01 -7.18745058e-01  8.11883748e-01  3.08186866e-01]"
146,146,🦾,Mechanical Arm,U+1F9BE,"A mechanical or prosthetic arm.Mechanical Armwas approved as part ofUnicode 12.0in 2019
and added toEmoji 12.0in 2019.","['mechanical', 'prosthetic', 'armwas', 'approved', 'part', 'ofunicode', 'added', 'toemoji']","[ 2.24134006e-01  4.17243005e-02  3.57657603e-02  5.16919941e-02
  1.60782001e-01 -5.17896006e-01 -1.02054000e-01  3.93018997e-01
  8.91917992e-02  3.78967956e-01 -1.02279991e-02 -3.98792002e-01
  3.24004200e-01 -8.39157993e-02  2.21693997e-01 -1.00740045e-03
  7.59459972e-02  1.80594002e-01  1.35962018e-01 -1.36969998e-01
 -6.60660028e-02 -1.86633798e-01  8.20153937e-02 -9.06341996e-02
  1.57289594e-01 -1.06977996e-01 -2.04421397e-01 -1.78298204e-01
 -1.90857394e-01 -1.11984998e-01 -9.98899966e-02  3.00877008e-01
 -2.30826601e-01 -1.05171997e-01 -1.77667807e-01  1.33513999e-01
  6.33979976e-02  3.71909992e-01 -1.62221000e-01  1.36423901e-01
 -2.82324398e-01 -9.12607897e-02  3.17750007e-01 -3.39643800e-01
 -3.13264000e-01  7.67600000e-02  1.42600441e-01 -5.80879986e-02
 -1.81990004e-01 -3.31937996e-01 -7.81494038e-02  1.43217795e-01
  1.30408401e-01  5.06831992e-01 -5.40639997e-02 -1.55294999e+00
 -4.47970003e-02 -1.98744006e-01  1.26212802e+00  4.48234004e-01
  2.58951998e-01  4.14634460e-01 -1.20255196e-01  5.82703000e-01
  4.46892011e-01 -2.24967402e-01 -9.02868021e-02  3.66866040e-01
  2.49740034e-02 -1.36175360e-01 -1.61089987e-01  6.49999976e-03
  1.47119999e-01  9.41315990e-02  2.45032404e-01  1.80887990e-02
 -1.73226205e-01  2.81916200e-01 -6.16146407e-01 -6.19989071e-02
  4.25090003e-01 -3.16847998e-01 -1.25352007e-01  1.51784197e-01
 -1.30222398e+00  2.75810803e-01  5.64742008e-01 -7.16620028e-02
 -1.71306606e-01 -9.07859892e-02 -9.28197980e-02 -4.26041996e-01
 -3.87261953e-02  1.22962001e-01 -2.03178005e-01  1.87792603e-01
 -5.23592040e-02 -4.61316204e-01  6.52565989e-01 -2.30564004e-01]"
147,147,🦿,Mechanical Leg,U+1F9BF,"A mechanical or prosthetic leg.Mechanical Legwas approved as part ofUnicode 12.0in 2019
and added toEmoji 12.0in 2019.","['mechanical', 'prosthetic', 'legwas', 'approved', 'part', 'ofunicode', 'added', 'toemoji']","[ 2.24134006e-01  4.17243005e-02  3.57657603e-02  5.16919941e-02
  1.60782001e-01 -5.17896006e-01 -1.02054000e-01  3.93018997e-01
  8.91917992e-02  3.78967956e-01 -1.02279991e-02 -3.98792002e-01
  3.24004200e-01 -8.39157993e-02  2.21693997e-01 -1.00740045e-03
  7.59459972e-02  1.80594002e-01  1.35962018e-01 -1.36969998e-01
 -6.60660028e-02 -1.86633798e-01  8.20153937e-02 -9.06341996e-02
  1.57289594e-01 -1.06977996e-01 -2.04421397e-01 -1.78298204e-01
 -1.90857394e-01 -1.11984998e-01 -9.98899966e-02  3.00877008e-01
 -2.30826601e-01 -1.05171997e-01 -1.77667807e-01  1.33513999e-01
  6.33979976e-02  3.71909992e-01 -1.62221000e-01  1.36423901e-01
 -2.82324398e-01 -9.12607897e-02  3.17750007e-01 -3.39643800e-01
 -3.13264000e-01  7.67600000e-02  1.42600441e-01 -5.80879986e-02
 -1.81990004e-01 -3.31937996e-01 -7.81494038e-02  1.43217795e-01
  1.30408401e-01  5.06831992e-01 -5.40639997e-02 -1.55294999e+00
 -4.47970003e-02 -1.98744006e-01  1.26212802e+00  4.48234004e-01
  2.58951998e-01  4.14634460e-01 -1.20255196e-01  5.82703000e-01
  4.46892011e-01 -2.24967402e-01 -9.02868021e-02  3.66866040e-01
  2.49740034e-02 -1.36175360e-01 -1.61089987e-01  6.49999976e-03
  1.47119999e-01  9.41315990e-02  2.45032404e-01  1.80887990e-02
 -1.73226205e-01  2.81916200e-01 -6.16146407e-01 -6.19989071e-02
  4.25090003e-01 -3.16847998e-01 -1.25352007e-01  1.51784197e-01
 -1.30222398e+00  2.75810803e-01  5.64742008e-01 -7.16620028e-02
 -1.71306606e-01 -9.07859892e-02 -9.28197980e-02 -4.26041996e-01
 -3.87261953e-02  1.22962001e-01 -2.03178005e-01  1.87792603e-01
 -5.23592040e-02 -4.61316204e-01  6.52565989e-01 -2.30564004e-01]"
148,148,🦵,Leg,U+1F9B5,"A human leg, shown detached from a human body. Displayed from the thigh and may include thefoot.","['human', 'leg', 'shown', 'detached', 'human', 'body', 'displayed', 'thigh', 'may', 'include', 'thefoot']","[-7.92548973e-02  2.48905097e-01  1.34740899e-01 -1.53099447e-03
  3.29429321e-03  3.91898001e-01 -4.60439995e-02  3.34603998e-01
 -2.03371941e-01 -6.60667036e-02 -1.91758369e-01 -2.15525298e-01
  8.94501984e-01  1.31461197e-01  1.94817858e-01  3.90718007e-01
 -1.97092074e-02  1.67328701e-01 -5.15175972e-02 -2.02195720e-01
  8.12474018e-02 -1.81814905e-01  1.79326500e-01  1.02498595e-01
  3.46395304e-01  2.66186174e-01  6.53998554e-04 -3.41369992e-01
  3.11826000e-01  1.59480505e-01  2.68448104e-01  1.53819496e-01
 -3.70743303e-01  9.31919990e-02  1.85046699e-01  5.46979979e-02
 -3.11774010e-02  4.31201003e-01 -3.48891401e-01  1.50819896e-01
 -2.25502095e-01 -2.85301698e-01  1.36158304e-01 -2.08697003e-01
 -5.56420274e-03  8.72740982e-02  1.24759238e-01  8.10495958e-02
 -2.66905804e-01 -3.35868992e-01  3.10926517e-01 -2.26035025e-02
 -2.89060250e-03  8.13965818e-01 -7.01657693e-02 -1.74453098e+00
 -2.72924100e-01 -4.07599589e-01  1.05931901e+00  3.94437006e-01
 -8.43789965e-02  8.23177001e-01 -1.55387302e-01  2.87424305e-01
  5.10173000e-01  2.50804204e-01 -2.37364957e-02 -3.44570172e-02
  5.40942294e-02 -1.90260004e-01  9.64440092e-02  2.34528054e-02
  2.37653202e-01 -2.95748957e-02  4.51080003e-01  1.21630356e-03
 -1.07536997e-01  1.07656596e-01 -5.74675100e-01  4.56848003e-02
  1.93297002e-01  2.85843781e-01 -1.52574237e-01  1.56336908e-01
 -1.20021321e+00 -3.10161003e-01  8.38558933e-02  2.79074501e-01
 -1.61904801e-01 -1.61489333e-01 -1.58649004e-01 -2.61153079e-01
  2.20164297e-01  3.10020001e-01 -8.93069990e-02  1.76316204e-01
 -1.62582204e-01 -8.95702495e-01  6.32217011e-01 -1.91312005e-01]"
149,149,🦶,Foot,U+1F9B6,A human foot shown with five toes and may include part or all of the ankle. Shown on Apple platforms as the sole of a foot.,"['human', 'foot', 'shown', 'five', 'toes', 'may', 'include', 'part', 'ankle', 'shown', 'apple', 'platforms', 'sole', 'foot']","[-0.01847086  0.08691922  0.03715379 -0.08012228  0.12844756  0.08400071
  0.02746929  0.26729893 -0.1098752  -0.16349636  0.21761193 -0.08117321
  0.68450071  0.06918264  0.1061518   0.07423858  0.01919272  0.07877856
 -0.20677557 -0.09793848  0.18639214  0.04496571  0.08868196  0.19869886
  0.34223636  0.21779874 -0.08717322 -0.24817871  0.05760143  0.15038543
  0.20135507  0.32407106 -0.00326748 -0.05665872  0.33422608  0.29427114
 -0.086368    0.27662079 -0.06073125  0.08822343 -0.06238357 -0.07572357
  0.26747286 -0.10320836 -0.00513543  0.11580679  0.09460786 -0.18669336
 -0.04596944 -0.29444928  0.10302507 -0.13651043 -0.06040744  0.77335058
 -0.08219179 -1.91179    -0.111677   -0.40949615  1.21704215  0.36133072
 -0.10199786  0.82052357 -0.05404578  0.38006593  0.402955    0.25606808
  0.03682014 -0.0896675   0.08147407 -0.19939757 -0.03492814  0.24787258
  0.09432079 -0.12267964  0.24178114 -0.05492235 -0.11728515  0.30098929
 -0.38522173  0.140708    0.32453992 -0.04578983 -0.33081498  0.26818143
 -1.10961    -0.23656163  0.12784036  0.16068243  0.01768764 -0.03954338
 -0.36553099 -0.10211777 -0.02634972  0.05801571 -0.32872214  0.04949371
 -0.24765986 -0.59318778  0.76859421 -0.14554322]"
150,150,👂,Ear,U+1F442,"A single humanear. Maybe used in the context of listening, or hearing something.","['single', 'humanear', 'maybe', 'used', 'context', 'listening', 'hearing', 'something']","[-0.06755328  0.42113     0.4226457  -0.03790628 -0.01824886  0.35187186
 -0.03699171  0.08524115  0.11030857 -0.22902207  0.10199386 -0.19620228
 -0.04785072  0.10715771  0.23490714 -0.19694486 -0.22318999  0.29326771
 -0.18114     0.20514457  0.06880829 -0.17281857  0.09094714 -0.48767099
  0.01989285 -0.03497558 -0.06375857 -0.3804772   0.14932228  0.26132372
 -0.03118485  0.41033714 -0.04398415  0.04589243  0.17645235  0.16556972
 -0.17620856  0.07976271  0.43018566 -0.30274714 -0.150693   -0.08589857
  0.17663729 -0.13808143 -0.43620185 -0.23397142  0.32163915 -0.30155001
 -0.22188858 -0.98418429  0.27417128  0.01491857  0.19119143  0.69802429
 -0.18583986 -1.95907143  0.00982943 -0.03801843  1.30879715  0.49205143
 -0.08801986  1.04651428 -0.19227571 -0.09302286  0.66923714 -0.02488143
  0.48273467  0.04688543 -0.174769   -0.13011829 -0.13587928 -0.04728714
  0.22657157 -0.22603093  0.15761411  0.31212571 -0.04608214 -0.28228856
 -0.46164686 -0.14504001  0.19901586 -0.18317371 -0.25118099 -0.01533357
 -1.43340002  0.14748714  0.10604314 -0.10163652 -0.24881143 -0.13984972
 -0.02510229 -0.08113922 -0.08721829 -0.11844738  0.08891143 -0.13701329
 -0.30507334 -0.20524615  0.33924972  0.25530214]"
151,151,🦻,Ear with Hearing Aid,U+1F9BB,"Anearshown with a hearing aid, worn by aperson with hearing loss. The style shown in Behind The Ear (BTE), but this can represent any form of hearing aid.Ear with Hearing Aidwas approved as part ofUnicode 12.0in 2019
and added toEmoji 12.0in 2019.","['anearshown', 'hearing', 'aid', 'worn', 'aperson', 'hearing', 'loss', 'style', 'shown', 'behind', 'ear', 'bte', 'represent', 'form', 'hearing', 'hearing', 'aidwas', 'approved', 'part', 'ofunicode', 'added', 'toemoji']","[ 0.06822235  0.18981359  0.27341328 -0.05185006  0.0284547   0.19753894
 -0.14453069  0.33435718 -0.23127647 -0.12998324 -0.1475792  -0.10419141
  0.04322658  0.12272841  0.15401529 -0.09172064 -0.23034099  0.00588194
 -0.17677258 -0.06631911 -0.09912059 -0.299803    0.06845917 -0.03069841
  0.02909383  0.03318064  0.05442082 -0.21820965  0.02452718 -0.02239824
  0.17697382  0.08904224 -0.11320665 -0.12028382  0.00579052  0.04565965
 -0.0449273   0.14391617  0.06047441  0.11482574 -0.20536923 -0.36321729
  0.35106383 -0.28707983 -0.11418553 -0.17598553  0.1410416  -0.17224799
 -0.04897694 -0.73046025  0.22648399 -0.04944318  0.33600941  0.65407876
 -0.12964406 -1.71527293 -0.08137836 -0.34630629  1.28297824  0.51332412
 -0.07841108  0.62020472 -0.04371782 -0.03880505  0.37389665 -0.12244805
  0.13839235  0.38679391 -0.13422847 -0.06151099  0.02720125 -0.04284976
 -0.03394165 -0.14476551  0.23488246  0.18883299 -0.18551941  0.05558294
 -0.53830588 -0.14403068  0.15289706 -0.24811943 -0.04865411 -0.01750329
 -1.33019629 -0.05247777  0.05280135  0.04958477 -0.17176312 -0.06337176
  0.08305788 -0.36264717 -0.1939487   0.19133211  0.05564582  0.06958201
 -0.05646753 -0.1969117   0.50847529 -0.09935023]"
152,152,👃,Nose,U+1F443,"A human nose. May be used to indicatesmelling, or something that smells.","['human', 'nose', 'may', 'used', 'indicatesmelling', 'something', 'smells']","[ 0.04563583  0.31967483  0.39124332 -0.44907667 -0.01748667  0.10240584
 -0.07334866 -0.01571734  0.21559588 -0.10861101 -0.30261133 -0.1499055
  0.45364116  0.47876684  0.19677154  0.14208333 -0.11686867  0.27969717
 -0.17548949  0.15369386  0.08130334 -0.16386167  0.05164633 -0.27025066
  0.28052833  0.27967017 -0.332885   -0.44126334  0.233026   -0.13816999
  0.143325    0.56590666 -0.192071    0.011904    0.0976005   0.20372333
 -0.03869149  0.24252167  0.20784926 -0.14933334 -0.158035   -0.23154167
 -0.14587333 -0.47535333 -0.2427635   0.158675    0.17440167  0.04850383
 -0.369005   -0.78468334  0.27742551 -0.07342667  0.02215     1.01425667
 -0.29587    -1.73986999  0.03315334  0.02383566  1.16188834  0.11674001
  0.01427818  1.21652331 -0.20773117  0.20862501  0.51784335  0.06382833
  0.42707284 -0.35470551  0.00463351 -0.39355834 -0.02378499 -0.30560283
  0.09384017 -0.04153967  0.20259797 -0.20489499 -0.119465   -0.00315168
 -0.74740834  0.20448049  0.28111    -0.07865833 -0.58349833  0.17838184
 -1.33761169 -0.16292     0.39376333 -0.00589262 -0.21781748 -0.087503
  0.058235   -0.08584262 -0.036166    0.20339417 -0.043489    0.00569267
 -0.51797535 -0.57248167  0.32364267  0.03653249]"
